"region","år",Förvärvsarbetande 16+ år med bostad i regionen (nattbefolkning) (RAMS)
"2361 Härjedalen","2017",5067
"2380 Östersund","2008",28985
"2380 Östersund","2009",28209
"2380 Östersund","2010",28703
"2380 Östersund","2011",29312
"2380 Östersund","2012",29459
"2380 Östersund","2013",29834
"2380 Östersund","2014",29982
"2380 Östersund","2015",30525
"2380 Östersund","2016",31087
"2380 Östersund","2017",31597
"2401 Nordmaling","2008",3294
"2401 Nordmaling","2009",3128
"2401 Nordmaling","2010",3183
"2401 Nordmaling","2011",3260
"2401 Nordmaling","2012",3241
"2401 Nordmaling","2013",3242
"2401 Nordmaling","2014",3244
"2401 Nordmaling","2015",3248
"2401 Nordmaling","2016",3259
"2401 Nordmaling","2017",3331
"2403 Bjurholm","2008",1022
"2403 Bjurholm","2009",988
"2403 Bjurholm","2010",1007
"2403 Bjurholm","2011",1057
"2403 Bjurholm","2012",1054
"2403 Bjurholm","2013",1072
"2403 Bjurholm","2014",1102
"2403 Bjurholm","2015",1108
"2403 Bjurholm","2016",1110
"2403 Bjurholm","2017",1138
"2404 Vindeln","2008",2569
"2404 Vindeln","2009",2404
"2404 Vindeln","2010",2474
"2404 Vindeln","2011",2589
"2404 Vindeln","2012",2590
"2404 Vindeln","2013",2589
"2404 Vindeln","2014",2543
"2404 Vindeln","2015",2554
"2404 Vindeln","2016",2551
"2404 Vindeln","2017",2572
"2409 Robertsfors","2008",3294
"2409 Robertsfors","2009",3151
"2409 Robertsfors","2010",3179
"2409 Robertsfors","2011",3353
"2409 Robertsfors","2012",3345
"2409 Robertsfors","2013",3370
"2409 Robertsfors","2014",3368
"2409 Robertsfors","2015",3296
"2409 Robertsfors","2016",3300
"2409 Robertsfors","2017",3326
"2417 Norsjö","2008",1965
"2417 Norsjö","2009",1845
"2417 Norsjö","2010",1878
"2417 Norsjö","2011",1978
"2417 Norsjö","2012",1970
"2417 Norsjö","2013",1937
"2417 Norsjö","2014",1923
"2417 Norsjö","2015",1949
"2417 Norsjö","2016",1918
"2417 Norsjö","2017",1923
"2418 Malå","2008",1516
"2418 Malå","2009",1445
"2418 Malå","2010",1482
"2418 Malå","2011",1553
"2418 Malå","2012",1579
"2418 Malå","2013",1561
"2418 Malå","2014",1548
"2418 Malå","2015",1557
"2418 Malå","2016",1570
"2418 Malå","2017",1553
"2421 Storuman","2008",2758
"2421 Storuman","2009",2655
"2421 Storuman","2010",2692
"2421 Storuman","2011",2792
"2421 Storuman","2012",2798
"2421 Storuman","2013",2818
"2421 Storuman","2014",2817
"2421 Storuman","2015",2780
"2421 Storuman","2016",2798
"2421 Storuman","2017",2818
"2422 Sorsele","2008",1211
"2422 Sorsele","2009",1157
"2422 Sorsele","2010",1211
"2422 Sorsele","2011",1251
"2422 Sorsele","2012",1268
"2422 Sorsele","2013",1255
"2422 Sorsele","2014",1242
"2422 Sorsele","2015",1229
"2422 Sorsele","2016",1266
"2422 Sorsele","2017",1267
"2425 Dorotea","2008",1264
"2425 Dorotea","2009",1222
"2425 Dorotea","2010",1249
"2425 Dorotea","2011",1293
"2425 Dorotea","2012",1269
"2425 Dorotea","2013",1260
"2425 Dorotea","2014",1287
"2425 Dorotea","2015",1228
"2425 Dorotea","2016",1241
"2425 Dorotea","2017",1225
"2460 Vännäs","2008",3985
"2460 Vännäs","2009",3896
"2460 Vännäs","2010",3998
"2460 Vännäs","2011",4086
"2460 Vännäs","2012",4102
"2460 Vännäs","2013",4213
"2460 Vännäs","2014",4202
"2460 Vännäs","2015",4154
"2460 Vännäs","2016",4248
"2460 Vännäs","2017",4292
"2462 Vilhelmina","2008",3134
"2462 Vilhelmina","2009",3016
"2462 Vilhelmina","2010",3042
"2462 Vilhelmina","2011",3165
"2462 Vilhelmina","2012",3123
"2462 Vilhelmina","2013",3129
"2462 Vilhelmina","2014",3163
"2462 Vilhelmina","2015",3146
"2462 Vilhelmina","2016",3121
"2462 Vilhelmina","2017",3149
"2463 Åsele","2008",1290
"2463 Åsele","2009",1220
"2463 Åsele","2010",1245
"2463 Åsele","2011",1280
"2463 Åsele","2012",1258
"2463 Åsele","2013",1247
"2463 Åsele","2014",1239
"2463 Åsele","2015",1221
"2463 Åsele","2016",1223
"2463 Åsele","2017",1197
"2480 Umeå","2008",56202
"2480 Umeå","2009",54455
"2480 Umeå","2010",56428
"2480 Umeå","2011",57683
"2480 Umeå","2012",59116
"2480 Umeå","2013",59842
"2480 Umeå","2014",60257
"2480 Umeå","2015",61385
"2480 Umeå","2016",62961
"2480 Umeå","2017",64040
"2481 Lycksele","2008",5862
"2481 Lycksele","2009",5661
"2481 Lycksele","2010",5760
"2481 Lycksele","2011",6026
"2481 Lycksele","2012",6083
"2481 Lycksele","2013",5983
"2481 Lycksele","2014",5918
"2481 Lycksele","2015",5857
"2481 Lycksele","2016",5898
"2481 Lycksele","2017",5917
"2482 Skellefteå","2008",33912
"2482 Skellefteå","2009",32671
"2482 Skellefteå","2010",33285
"2482 Skellefteå","2011",34521
"2482 Skellefteå","2012",35040
"2482 Skellefteå","2013",35116
"2482 Skellefteå","2014",35008
"2482 Skellefteå","2015",35258
"2482 Skellefteå","2016",35609
"2482 Skellefteå","2017",35884
"2505 Arvidsjaur","2008",3071
"2505 Arvidsjaur","2009",2967
"2505 Arvidsjaur","2010",2978
"2505 Arvidsjaur","2011",3093
"2505 Arvidsjaur","2012",3102
"2505 Arvidsjaur","2013",3090
"2505 Arvidsjaur","2014",3073
"2505 Arvidsjaur","2015",3126
"2505 Arvidsjaur","2016",3151
"2505 Arvidsjaur","2017",3108
"2506 Arjeplog","2008",1468
"2506 Arjeplog","2009",1441
"2506 Arjeplog","2010",1482
"2506 Arjeplog","2011",1551
"2506 Arjeplog","2012",1539
"2506 Arjeplog","2013",1519
"2506 Arjeplog","2014",1485
"2506 Arjeplog","2015",1458
"2506 Arjeplog","2016",1492
"2506 Arjeplog","2017",1452
"2510 Jokkmokk","2008",2503
"2510 Jokkmokk","2009",2403
"2510 Jokkmokk","2010",2427
"2510 Jokkmokk","2011",2511
"2510 Jokkmokk","2012",2522
"2510 Jokkmokk","2013",2591
"2510 Jokkmokk","2014",2579
"2510 Jokkmokk","2015",2579
"2510 Jokkmokk","2016",2605
"2510 Jokkmokk","2017",2589
"2513 Överkalix","2008",1570
"2513 Överkalix","2009",1516
"2513 Överkalix","2010",1520
"2513 Överkalix","2011",1607
"2513 Överkalix","2012",1604
"2513 Överkalix","2013",1634
"2513 Överkalix","2014",1611
"2513 Överkalix","2015",1571
"2513 Överkalix","2016",1580
"2513 Överkalix","2017",1564
"2514 Kalix","2008",7579
"2514 Kalix","2009",7219
"2514 Kalix","2010",7288
"2514 Kalix","2011",7567
"2514 Kalix","2012",7653
"2514 Kalix","2013",7585
"2514 Kalix","2014",7564
"2514 Kalix","2015",7569
"2514 Kalix","2016",7620
"2514 Kalix","2017",7662
"2518 Övertorneå","2008",2014
"2518 Övertorneå","2009",1916
"2518 Övertorneå","2010",1947
"2518 Övertorneå","2011",2094
"2518 Övertorneå","2012",2105
"2518 Övertorneå","2013",2089
"2518 Övertorneå","2014",2052
"2518 Övertorneå","2015",2036
"2518 Övertorneå","2016",2042
"2518 Övertorneå","2017",1986
"2521 Pajala","2008",2620
"2521 Pajala","2009",2453
"2521 Pajala","2010",2568
"2521 Pajala","2011",2758
"2521 Pajala","2012",2824
"2521 Pajala","2013",2911
"2521 Pajala","2014",2947
"2521 Pajala","2015",2777
"2521 Pajala","2016",2718
"2521 Pajala","2017",2667
"2523 Gällivare","2008",9158
"2523 Gällivare","2009",8818
"2523 Gällivare","2010",9109
"2523 Gällivare","2011",9364
"2523 Gällivare","2012",9458
"2523 Gällivare","2013",9620
"2523 Gällivare","2014",9613
"2523 Gällivare","2015",9588
"2523 Gällivare","2016",9489
"2523 Gällivare","2017",9383
"2560 Älvsbyn","2008",3771
"2560 Älvsbyn","2009",3620
"2560 Älvsbyn","2010",3631
"2560 Älvsbyn","2011",3708
"2560 Älvsbyn","2012",3780
"2560 Älvsbyn","2013",3767
"2560 Älvsbyn","2014",3788
"2560 Älvsbyn","2015",3827
"2560 Älvsbyn","2016",3876
"2560 Älvsbyn","2017",3845
"2580 Luleå","2008",35419
"2580 Luleå","2009",34363
"2580 Luleå","2010",35243
"2580 Luleå","2011",36159
"2580 Luleå","2012",37162
"2580 Luleå","2013",37668
"2580 Luleå","2014",37988
"2580 Luleå","2015",38402
"2580 Luleå","2016",39066
"2580 Luleå","2017",39350
"2581 Piteå","2008",19532
"2581 Piteå","2009",18901
"2581 Piteå","2010",19193
"2581 Piteå","2011",19696
"2581 Piteå","2012",20033
"2581 Piteå","2013",20237
"2581 Piteå","2014",20397
"2581 Piteå","2015",20601
"2581 Piteå","2016",20717
"2581 Piteå","2017",20776
"2582 Boden","2008",12838
"2582 Boden","2009",12390
"2582 Boden","2010",12664
"2582 Boden","2011",13081
"2582 Boden","2012",13170
"2582 Boden","2013",13449
"2582 Boden","2014",13593
"2582 Boden","2015",13682
"2582 Boden","2016",13771
"2582 Boden","2017",13908
"2583 Haparanda","2008",3801
"2583 Haparanda","2009",3613
"2583 Haparanda","2010",3657
"2583 Haparanda","2011",3808
"2583 Haparanda","2012",3832
"2583 Haparanda","2013",3860
"2583 Haparanda","2014",3828
"2583 Haparanda","2015",3771
"2583 Haparanda","2016",3814
"2583 Haparanda","2017",3838
"2584 Kiruna","2008",11640
"2584 Kiruna","2009",11190
"2584 Kiruna","2010",11678
"2584 Kiruna","2011",12134
"2584 Kiruna","2012",12397
"2584 Kiruna","2013",12499
"2584 Kiruna","2014",12510
"2584 Kiruna","2015",12480
"2584 Kiruna","2016",12487
"2584 Kiruna","2017",12422
